ANO,MES,MUNICIPIO,HOMICÍDIO DOLOSO (2),Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO OUTROS,TENTATIVA DE HOMICÍDIO,LESÃO CORPORAL SEGUIDA DE MORTE,LESÃO CORPORAL DOLOSA,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,LESÃO CORPORAL CULPOSA - OUTRAS,LATROCÍNIO,Nº DE VÍTIMAS EM LATROCÍNIO,TOTAL DE ESTUPRO (4),ROUBOS,ROUBO DE VEÍCULO,ROUBO A BANCO,ROUBO DE CARGA,FURTO - OUTROS,FURTO DE VEÍCULO,ROUBO - OUTROS,ESTUPRO,ESTUPRO DE VULNERÁVEL
2001,Janeiro,Bertioga,1,1,0.0,0.0,0,0,2,0.0,18,7,1,0,0,0,13,0,0,0,93,1,,,
2001,Fevereiro,Bertioga,2,2,0.0,0.0,0,0,1,0.0,8,28,1,0,0,0,12,5,0,0,87,8,,,
2001,Marco,Bertioga,3,3,0.0,0.0,0,0,1,0.0,16,8,0,0,0,0,7,2,0,0,71,4,,,
2001,Abril,Bertioga,0,0,0.0,0.0,3,0,0,0.0,16,14,0,0,0,1,6,1,0,0,81,7,,,
2001,Maio,Bertioga,0,0,0.0,0.0,0,0,0,0.0,20,10,0,0,0,0,9,0,0,0,73,0,,,
2001,Junho,Bertioga,1,1,0.0,0.0,3,0,2,0.0,21,11,0,0,0,0,6,1,0,0,46,0,,,
2001,Julho,Bertioga,2,2,0.0,0.0,0,0,2,0.0,27,23,0,0,0,0,12,0,0,0,56,2,,,
2001,Agosto,Bertioga,1,1,0.0,0.0,2,0,1,0.0,18,10,0,0,0,1,11,0,0,1,39,2,,,
2001,Setembro,Bertioga,2,2,0.0,0.0,2,1,1,0.0,21,11,0,0,0,0,17,3,0,1,72,3,,,
2001,Outubro,Bertioga,2,2,0.0,0.0,1,0,2,0.0,26,12,0,0,0,0,8,2,0,0,72,3,,,
2001,Novembro,Bertioga,2,2,0.0,0.0,5,0,2,0.0,21,19,0,0,0,1,8,0,0,0,64,2,,,
2001,Dezembro,Bertioga,2,2,0.0,0.0,1,0,1,0.0,20,25,0,0,0,0,10,0,0,0,63,1,,,
2001,Janeiro,Cubatão,8,8,0.0,0.0,4,0,9,0.0,78,42,2,0,0,2,50,4,0,1,103,6,,,
2001,Fevereiro,Cubatão,1,1,0.0,0.0,0,0,5,0.0,74,33,0,0,0,2,47,3,0,0,104,7,,,
2001,Marco,Cubatão,3,3,0.0,0.0,3,0,4,0.0,88,30,0,0,0,1,52,9,0,1,135,9,,,
2001,Abril,Cubatão,4,4,0.0,0.0,5,1,9,0.0,69,43,2,0,0,7,51,2,0,0,125,6,,,
2001,Maio,Cubatão,3,3,0.0,0.0,5,0,5,0.0,68,31,0,0,0,0,34,0,0,0,113,8,,,
2001,Junho,Cubatão,3,5,0.0,0.0,2,2,7,0.0,57,33,3,0,0,2,33,3,0,2,84,13,,,
2001,Julho,Cubatão,4,5,0.0,0.0,4,0,4,0.0,59,33,3,0,0,1,63,3,0,2,88,18,,,
2001,Agosto,Cubatão,5,7,0.0,0.0,2,0,5,0.0,55,31,0,0,0,1,47,5,0,0,89,21,,,
2001,Setembro,Cubatão,2,2,0.0,0.0,3,0,6,0.0,58,30,1,0,0,2,61,2,0,1,91,16,,,
2001,Outubro,Cubatão,4,5,0.0,0.0,3,0,10,0.0,51,39,2,0,0,1,44,3,0,0,106,10,,,
2001,Novembro,Cubatão,4,4,0.0,0.0,8,1,5,0.0,50,28,0,0,0,0,47,6,0,1,110,16,,,
2001,Dezembro,Cubatão,3,3,0.0,0.0,1,1,4,0.0,65,32,1,0,0,2,55,7,0,1,96,15,,,
2001,Janeiro,Guarujá,18,19,0.0,0.0,2,1,14,0.0,183,67,6,0,0,9,184,8,0,0,337,34,,,
2001,Fevereiro,Guarujá,13,16,0.0,0.0,0,0,12,0.0,105,44,0,0,0,3,156,2,0,0,251,26,,,
2001,Marco,Guarujá,23,27,0.0,0.0,0,1,11,0.0,145,35,1,0,0,5,257,7,0,0,291,29,,,
2001,Abril,Guarujá,15,16,0.0,0.0,0,0,8,0.0,120,52,1,0,0,4,259,6,0,1,175,23,,,
2001,Maio,Guarujá,14,14,0.0,0.0,1,0,11,0.0,99,36,3,0,0,4,196,4,0,0,217,24,,,
2001,Junho,Guarujá,9,11,0.0,0.0,1,1,4,0.0,93,49,0,0,0,7,180,6,0,0,193,23,,,
2001,Julho,Guarujá,3,8,0.0,0.0,2,0,7,0.0,76,61,0,0,0,2,203,3,0,0,219,13,,,
2001,Agosto,Guarujá,16,17,0.0,0.0,7,2,7,0.0,105,59,0,0,0,1,209,5,1,2,194,10,,,
2001,Setembro,Guarujá,4,4,0.0,0.0,0,0,5,0.0,118,54,1,0,0,1,181,1,0,1,219,42,,,
2001,Outubro,Guarujá,13,12,0.0,0.0,2,0,4,0.0,152,68,1,0,0,2,195,10,0,0,193,46,,,
2001,Novembro,Guarujá,12,12,0.0,0.0,1,0,10,0.0,99,59,0,0,0,9,170,8,0,1,209,37,,,
2001,Dezembro,Guarujá,17,19,0.0,0.0,1,0,6,0.0,119,75,0,1,1,4,176,5,0,0,217,30,,,
2001,Janeiro,Itanhaém,2,2,0.0,0.0,5,0,1,0.0,75,41,0,0,0,0,62,3,0,0,187,24,,,
2001,Fevereiro,Itanhaém,4,4,0.0,0.0,2,0,4,0.0,56,34,0,0,0,3,49,2,0,0,175,13,,,
2001,Marco,Itanhaém,4,4,0.0,0.0,1,1,1,0.0,45,20,0,0,0,0,40,4,0,0,172,14,,,
2001,Abril,Itanhaém,3,5,0.0,0.0,2,0,3,0.0,54,16,0,2,3,0,46,8,0,0,168,11,,,
2001,Maio,Itanhaém,5,5,0.0,0.0,0,0,2,0.0,66,11,0,0,0,0,31,3,0,0,108,8,,,
2001,Junho,Itanhaém,2,2,0.0,0.0,1,0,4,0.0,49,16,2,0,0,0,30,4,0,0,129,4,,,
2001,Julho,Itanhaém,2,2,0.0,0.0,4,0,1,0.0,46,22,0,0,0,1,27,5,0,0,120,9,,,
2001,Agosto,Itanhaém,4,4,0.0,0.0,2,1,4,0.0,47,17,2,0,0,1,23,2,0,0,128,7,,,
2001,Setembro,Itanhaém,1,1,0.0,0.0,3,2,4,0.0,43,26,0,1,1,1,25,4,0,0,141,2,,,
2001,Outubro,Itanhaém,2,2,0.0,0.0,1,0,8,0.0,49,22,0,0,0,1,36,2,0,0,133,14,,,
2001,Novembro,Itanhaém,2,2,0.0,0.0,1,2,0,0.0,55,28,5,0,0,0,43,5,0,0,136,8,,,
2001,Dezembro,Itanhaém,3,2,0.0,0.0,1,0,0,0.0,27,33,12,0,0,1,41,5,0,0,124,12,,,
2001,Janeiro,Mongaguá,3,3,0.0,0.0,2,0,6,0.0,33,28,1,0,0,1,45,11,0,0,133,18,,,
2001,Fevereiro,Mongaguá,2,2,0.0,0.0,2,0,1,0.0,40,19,2,0,0,1,29,2,0,0,129,16,,,
2001,Marco,Mongaguá,2,2,0.0,0.0,0,0,2,0.0,46,11,0,0,1,0,22,6,0,0,111,4,,,
2001,Abril,Mongaguá,2,3,0.0,0.0,1,0,6,0.0,38,9,0,0,0,0,29,2,0,0,113,6,,,
2001,Maio,Mongaguá,3,3,0.0,0.0,0,0,2,0.0,25,8,0,0,0,0,12,5,0,0,88,4,,,
2001,Junho,Mongaguá,2,4,0.0,0.0,1,0,3,0.0,37,8,0,0,0,0,22,6,0,0,95,2,,,
2001,Julho,Mongaguá,3,4,0.0,0.0,2,0,2,0.0,35,6,0,0,0,0,19,3,0,0,54,2,,,
2001,Agosto,Mongaguá,1,1,0.0,0.0,0,0,2,0.0,34,3,0,0,0,2,18,1,0,0,75,2,,,
2001,Setembro,Mongaguá,2,2,0.0,0.0,2,1,2,0.0,35,11,1,0,0,0,24,7,0,0,86,9,,,
2001,Outubro,Mongaguá,0,0,0.0,0.0,1,3,1,0.0,22,13,0,0,0,0,23,6,0,0,86,8,,,
2001,Novembro,Mongaguá,4,4,0.0,0.0,2,0,3,0.0,31,7,1,0,0,0,36,10,0,0,111,17,,,
2001,Dezembro,Mongaguá,2,2,0.0,0.0,4,0,1,0.0,40,9,0,0,0,0,36,9,0,0,85,24,,,
2001,Janeiro,Peruíbe,3,4,0.0,0.0,0,0,4,0.0,37,14,0,0,0,0,59,11,0,0,145,25,,,
2001,Fevereiro,Peruíbe,3,2,0.0,0.0,1,0,1,0.0,38,11,0,0,0,5,46,5,0,0,131,14,,,
2001,Marco,Peruíbe,1,1,0.0,0.0,0,0,0,0.0,40,6,0,0,0,1,37,5,0,0,125,12,,,
2001,Abril,Peruíbe,2,2,0.0,0.0,1,2,3,0.0,24,4,0,0,0,1,41,8,0,0,118,7,,,
2001,Maio,Peruíbe,0,0,0.0,0.0,0,0,1,0.0,35,15,0,0,0,2,36,12,0,0,100,4,,,
2001,Junho,Peruíbe,6,6,0.0,0.0,0,0,3,0.0,17,13,1,0,0,0,41,3,0,0,82,12,,,
2001,Julho,Peruíbe,0,0,0.0,0.0,1,0,2,0.0,16,15,0,0,0,0,28,5,0,0,82,14,,,
2001,Agosto,Peruíbe,0,0,0.0,0.0,1,0,2,0.0,20,9,0,0,0,1,33,3,0,0,98,10,,,
2001,Setembro,Peruíbe,4,3,0.0,0.0,0,0,6,0.0,39,13,0,0,0,0,37,10,0,0,113,9,,,
2001,Outubro,Peruíbe,4,4,0.0,0.0,0,0,3,0.0,23,34,0,0,0,0,31,5,0,0,99,12,,,
2001,Novembro,Peruíbe,0,0,0.0,0.0,0,0,5,0.0,35,17,0,1,1,0,33,4,0,0,133,10,,,
2001,Dezembro,Peruíbe,3,3,0.0,0.0,0,0,3,0.0,32,27,1,0,0,0,44,2,0,0,151,4,,,
2001,Janeiro,Praia Grande,11,11,0.0,0.0,1,0,10,0.0,103,90,0,0,0,1,219,21,0,0,421,241,,,
2001,Fevereiro,Praia Grande,12,12,0.0,0.0,2,0,15,0.0,128,83,1,0,0,6,185,23,0,0,387,177,,,
2001,Marco,Praia Grande,8,8,0.0,0.0,2,0,12,0.0,160,56,0,1,1,6,145,20,0,1,332,86,,,
2001,Abril,Praia Grande,16,16,0.0,0.0,4,0,11,0.0,149,73,0,0,0,3,237,40,0,0,317,153,,,
2001,Maio,Praia Grande,18,18,0.0,0.0,0,0,9,0.0,117,57,0,0,0,6,159,10,1,0,249,50,,,
2001,Junho,Praia Grande,14,14,0.0,0.0,2,0,5,0.0,147,35,2,0,0,5,181,18,0,0,290,65,,,
2001,Julho,Praia Grande,6,6,0.0,0.0,1,0,3,0.0,81,69,0,0,0,4,190,17,0,1,281,67,,,
2001,Agosto,Praia Grande,10,13,0.0,0.0,5,0,5,0.0,116,40,0,0,0,2,187,13,0,1,314,61,,,
2001,Setembro,Praia Grande,11,12,0.0,0.0,3,0,5,0.0,101,78,10,0,0,2,193,16,0,0,349,91,,,
2001,Outubro,Praia Grande,12,13,0.0,0.0,2,2,12,0.0,119,65,11,0,0,2,202,37,0,1,343,110,,,
2001,Novembro,Praia Grande,6,6,0.0,0.0,3,0,7,0.0,130,79,1,1,1,2,329,28,0,3,389,93,,,
2001,Dezembro,Praia Grande,13,13,0.0,0.0,7,3,9,0.0,135,116,3,0,0,1,236,16,0,0,398,122,,,
2001,Janeiro,Santos,12,12,0.0,0.0,1,2,9,0.0,200,111,12,0,0,2,221,10,0,0,415,88,,,
2001,Fevereiro,Santos,6,6,0.0,0.0,2,0,14,0.0,204,82,15,0,0,0,198,8,2,1,364,93,,,
2001,Marco,Santos,8,8,0.0,0.0,2,0,13,0.0,241,96,1,0,0,4,256,13,0,1,460,130,,,
2001,Abril,Santos,8,9,0.0,0.0,5,1,6,0.0,245,106,3,0,0,7,280,20,0,0,472,166,,,
2001,Maio,Santos,8,10,0.0,0.0,2,0,5,0.0,214,98,10,0,0,5,283,19,1,1,488,137,,,
2001,Junho,Santos,4,4,0.0,0.0,1,0,7,0.0,187,106,9,0,0,6,217,13,0,2,454,157,,,
2001,Julho,Santos,10,10,0.0,0.0,7,0,10,0.0,189,88,7,0,0,3,258,22,0,4,445,190,,,
2001,Agosto,Santos,8,8,0.0,0.0,6,0,15,0.0,201,118,8,1,1,0,241,15,0,3,506,161,,,
2001,Setembro,Santos,8,8,0.0,0.0,4,0,12,0.0,189,86,5,2,2,3,254,10,0,2,461,136,,,
2001,Outubro,Santos,10,10,0.0,0.0,4,1,12,0.0,231,111,3,0,0,0,278,16,1,4,538,125,,,
2001,Novembro,Santos,10,10,0.0,0.0,4,0,11,0.0,221,89,8,0,0,0,258,14,0,2,479,122,,,
2001,Dezembro,Santos,11,11,0.0,0.0,3,0,10,0.0,222,111,3,0,0,4,242,18,0,1,503,136,,,
2001,Janeiro,São Vicente,18,17,0.0,0.0,1,0,14,0.0,161,44,7,0,0,0,195,10,0,0,248,19,,,
2001,Fevereiro,São Vicente,23,24,0.0,0.0,2,3,9,0.0,143,22,19,0,0,2,154,7,0,0,223,28,,,
2001,Marco,São Vicente,13,12,0.0,0.0,1,0,24,0.0,128,21,17,0,0,0,236,12,0,0,204,35,,,
2001,Abril,São Vicente,12,13,0.0,0.0,5,0,15,0.0,152,46,10,1,1,1,240,9,0,0,240,49,,,
2001,Maio,São Vicente,14,15,0.0,0.0,6,0,8,0.0,119,46,0,0,0,0,203,10,0,0,217,36,,,
2001,Junho,São Vicente,14,14,0.0,0.0,2,0,17,0.0,112,61,4,0,0,2,185,10,0,0,192,44,,,
2001,Julho,São Vicente,11,11,0.0,0.0,6,1,9,0.0,123,53,0,0,0,2,251,9,0,0,180,62,,,
2001,Agosto,São Vicente,6,8,0.0,0.0,3,0,13,0.0,110,40,2,0,0,0,269,14,0,0,220,54,,,
2001,Setembro,São Vicente,10,12,0.0,0.0,4,0,5,0.0,135,45,0,1,1,1,260,13,1,0,190,53,,,
2001,Outubro,São Vicente,13,13,0.0,0.0,3,0,12,0.0,143,41,0,0,0,3,246,13,0,0,260,49,,,
2001,Novembro,São Vicente,15,16,0.0,0.0,2,2,16,0.0,140,33,2,1,1,3,229,15,0,1,224,47,,,
2001,Dezembro,São Vicente,17,18,0.0,0.0,4,0,12,0.0,134,55,1,0,0,2,234,10,1,0,241,49,,,
2002,Janeiro,Bertioga,2,2,0.0,0.0,8,0,1,0.0,35,17,0,0,0,1,12,0,0,0,81,7,,,
2002,Fevereiro,Bertioga,2,2,0.0,0.0,3,0,0,0.0,27,21,0,0,0,0,15,0,0,0,69,8,,,
2002,Marco,Bertioga,1,1,0.0,0.0,1,0,0,0.0,28,15,0,0,0,1,9,3,0,0,92,4,,,
2002,Abril,Bertioga,2,2,0.0,0.0,0,0,2,0.0,27,10,0,0,0,0,6,1,0,0,68,4,,,
2002,Maio,Bertioga,3,4,0.0,0.0,3,0,2,0.0,22,7,0,0,0,0,12,0,0,0,50,0,,,
2002,Junho,Bertioga,1,1,0.0,0.0,1,0,1,0.0,21,24,0,0,0,1,10,0,0,0,51,0,,,
2002,Julho,Bertioga,0,0,0.0,0.0,1,0,2,0.0,25,14,0,0,0,0,8,1,0,1,70,0,,,
2002,Agosto,Bertioga,0,0,0.0,0.0,2,0,3,0.0,21,13,1,0,0,1,1,1,0,0,68,1,,,
2002,Setembro,Bertioga,2,2,0.0,0.0,2,0,2,0.0,22,13,0,1,1,1,5,0,0,0,59,2,,,
2002,Outubro,Bertioga,1,1,0.0,0.0,1,0,0,0.0,22,15,0,1,1,0,13,0,0,0,94,2,,,
2002,Novembro,Bertioga,1,1,0.0,0.0,5,0,2,0.0,32,15,0,0,0,2,15,2,0,0,98,6,,,
2002,Dezembro,Bertioga,1,1,0.0,0.0,2,0,1,0.0,29,24,2,0,0,0,12,0,0,0,122,6,,,
2002,Janeiro,Cubatão,6,6,0.0,0.0,1,0,4,0.0,68,42,0,0,0,0,60,3,0,0,65,8,,,
2002,Fevereiro,Cubatão,5,5,0.0,0.0,4,0,5,0.0,66,31,14,0,0,2,78,3,0,1,100,15,,,
2002,Marco,Cubatão,7,7,0.0,0.0,3,1,10,0.0,66,34,3,0,0,1,45,1,0,0,102,10,,,
2002,Abril,Cubatão,6,6,0.0,0.0,4,0,7,0.0,69,39,4,0,0,1,66,4,0,0,121,10,,,
2002,Maio,Cubatão,4,4,0.0,0.0,4,0,1,0.0,49,13,1,0,0,0,69,11,0,0,108,11,,,
2002,Junho,Cubatão,9,9,0.0,0.0,3,0,8,0.0,55,28,5,0,0,2,52,8,0,0,94,17,,,
2002,Julho,Cubatão,5,5,0.0,0.0,3,0,7,0.0,62,26,3,0,0,0,49,9,0,1,136,12,,,
2002,Agosto,Cubatão,6,6,0.0,0.0,3,0,6,0.0,67,23,2,0,0,1,54,6,0,0,86,14,,,
2002,Setembro,Cubatão,10,10,0.0,0.0,1,0,7,0.0,46,24,6,0,0,3,55,7,0,2,92,12,,,
2002,Outubro,Cubatão,6,9,0.0,0.0,0,0,5,0.0,56,33,1,0,0,1,45,10,0,0,113,11,,,
2002,Novembro,Cubatão,5,5,0.0,0.0,4,0,12,0.0,70,33,5,0,0,1,70,10,1,1,104,11,,,
2002,Dezembro,Cubatão,10,13,0.0,0.0,2,0,8,0.0,76,43,1,0,0,0,78,6,0,0,98,9,,,
2002,Janeiro,Guarujá,6,7,0.0,0.0,5,2,16,0.0,156,70,1,0,0,2,208,11,1,3,267,28,,,
2002,Fevereiro,Guarujá,10,10,0.0,0.0,3,0,27,0.0,155,60,0,1,1,1,147,6,0,0,223,19,,,
2002,Marco,Guarujá,17,20,0.0,0.0,5,0,8,0.0,160,72,2,0,0,2,183,7,0,0,255,19,,,
2002,Abril,Guarujá,10,11,0.0,0.0,5,0,18,0.0,99,63,3,0,0,1,170,7,0,0,129,25,,,
2002,Maio,Guarujá,11,13,0.0,0.0,1,0,11,0.0,110,48,18,0,0,7,181,6,0,0,249,30,,,
2002,Junho,Guarujá,11,12,0.0,0.0,1,1,10,0.0,87,55,0,0,0,2,173,2,0,1,215,41,,,
2002,Julho,Guarujá,14,14,0.0,0.0,2,0,7,0.0,95,52,2,0,0,6,137,6,0,0,211,26,,,
2002,Agosto,Guarujá,11,11,0.0,0.0,1,1,15,0.0,96,60,1,0,0,3,147,5,1,0,240,19,,,
2002,Setembro,Guarujá,12,12,0.0,0.0,2,0,3,0.0,80,51,9,0,0,1,128,3,1,0,261,28,,,
2002,Outubro,Guarujá,14,15,0.0,0.0,1,0,9,0.0,161,85,5,0,0,3,221,11,0,0,351,20,,,
2002,Novembro,Guarujá,18,18,0.0,0.0,2,0,5,0.0,127,46,1,0,0,3,242,10,0,0,350,26,,,
2002,Dezembro,Guarujá,22,22,0.0,0.0,3,0,10,0.0,122,62,1,0,0,7,254,6,0,2,333,26,,,
2002,Janeiro,Itanhaém,1,1,0.0,0.0,2,0,3,0.0,42,34,0,0,0,0,32,10,0,0,171,11,,,
2002,Fevereiro,Itanhaém,2,2,0.0,0.0,0,0,5,0.0,65,16,2,0,0,3,5,2,0,0,148,4,,,
2002,Marco,Itanhaém,1,1,0.0,0.0,1,1,4,0.0,49,20,0,0,0,2,29,13,0,0,180,9,,,
2002,Abril,Itanhaém,3,3,0.0,0.0,3,0,1,0.0,52,13,1,2,2,1,33,6,0,2,159,5,,,
2002,Maio,Itanhaém,4,4,0.0,0.0,3,0,4,0.0,52,19,0,0,0,2,34,11,0,0,130,2,,,
2002,Junho,Itanhaém,6,6,0.0,0.0,1,0,4,0.0,43,25,0,1,1,2,25,9,0,0,124,8,,,
2002,Julho,Itanhaém,2,2,0.0,0.0,2,1,2,0.0,43,12,0,0,0,1,45,5,0,0,140,4,,,
2002,Agosto,Itanhaém,2,2,0.0,0.0,1,0,2,0.0,33,20,0,0,0,1,32,2,0,0,161,5,,,
2002,Setembro,Itanhaém,3,3,0.0,0.0,0,0,1,0.0,40,18,2,0,0,1,20,9,0,0,149,8,,,
2002,Outubro,Itanhaém,3,3,0.0,0.0,0,0,6,0.0,48,25,2,0,0,2,38,4,0,0,170,7,,,
2002,Novembro,Itanhaém,3,4,0.0,0.0,0,0,5,0.0,38,16,0,0,0,0,47,11,0,0,206,7,,,
2002,Dezembro,Itanhaém,7,7,0.0,0.0,6,0,5,0.0,61,32,0,0,0,0,59,8,0,1,185,9,,,
2002,Janeiro,Mongaguá,1,1,0.0,0.0,2,0,1,0.0,38,24,1,0,0,0,47,6,0,0,127,21,,,
2002,Fevereiro,Mongaguá,5,6,0.0,0.0,1,1,2,0.0,43,8,1,0,0,0,44,4,0,0,95,8,,,
2002,Marco,Mongaguá,1,1,0.0,0.0,0,1,2,0.0,39,13,0,0,0,0,17,6,0,1,101,3,,,
2002,Abril,Mongaguá,1,1,0.0,0.0,3,0,3,0.0,24,5,1,0,0,0,31,1,0,0,72,2,,,
2002,Maio,Mongaguá,2,2,0.0,0.0,2,0,3,0.0,35,1,1,0,0,0,26,0,0,0,99,1,,,
2002,Junho,Mongaguá,1,1,0.0,0.0,2,1,0,0.0,22,11,2,0,0,2,36,1,0,0,80,4,,,
2002,Julho,Mongaguá,2,2,0.0,0.0,2,0,1,0.0,17,5,1,0,0,0,28,2,0,0,37,2,,,
2002,Agosto,Mongaguá,0,0,0.0,0.0,2,1,1,0.0,15,6,0,0,0,1,18,1,0,0,81,7,,,
2002,Setembro,Mongaguá,1,1,0.0,0.0,1,0,2,0.0,26,11,2,1,1,0,24,4,0,0,95,5,,,
2002,Outubro,Mongaguá,0,0,0.0,0.0,1,0,2,0.0,42,23,0,0,0,1,18,1,0,0,128,2,,,
2002,Novembro,Mongaguá,2,2,0.0,0.0,8,0,1,0.0,36,6,0,0,0,0,36,4,0,0,108,14,,,
2002,Dezembro,Mongaguá,3,3,0.0,0.0,3,0,2,0.0,34,18,1,0,0,0,49,0,0,0,152,7,,,
2002,Janeiro,Peruíbe,2,2,0.0,0.0,0,3,3,0.0,31,25,0,0,0,3,66,1,0,0,171,9,,,
2002,Fevereiro,Peruíbe,0,0,0.0,0.0,3,0,4,0.0,36,18,0,0,0,2,39,4,0,0,161,12,,,
2002,Marco,Peruíbe,2,3,0.0,0.0,2,0,2,0.0,45,14,0,0,0,1,30,7,0,0,134,4,,,
2002,Abril,Peruíbe,2,2,0.0,0.0,0,0,5,0.0,37,9,0,0,0,2,19,4,0,0,103,1,,,
2002,Maio,Peruíbe,3,5,0.0,0.0,0,0,5,0.0,35,14,0,0,0,1,48,2,0,0,148,2,,,
2002,Junho,Peruíbe,1,1,0.0,0.0,0,0,5,0.0,28,15,0,0,0,2,25,5,0,0,125,4,,,
2002,Julho,Peruíbe,5,5,0.0,0.0,1,0,2,0.0,28,17,0,0,0,1,31,3,0,0,144,8,,,
2002,Agosto,Peruíbe,4,4,0.0,0.0,2,0,4,0.0,29,21,0,0,0,3,22,0,0,0,117,1,,,
2002,Setembro,Peruíbe,3,3,0.0,0.0,1,0,2,0.0,31,15,0,0,0,1,22,1,0,1,38,2,,,
2002,Outubro,Peruíbe,4,4,0.0,0.0,0,0,5,0.0,26,25,0,0,0,1,31,1,0,0,44,4,,,
2002,Novembro,Peruíbe,1,13,0.0,0.0,0,0,2,0.0,8,14,0,0,0,0,27,1,0,0,141,7,,,
2002,Dezembro,Peruíbe,3,3,0.0,0.0,1,0,0,0.0,33,19,0,0,0,1,26,2,0,0,131,21,,,
2002,Janeiro,Praia Grande,15,15,0.0,0.0,2,0,7,0.0,213,128,4,2,2,3,225,40,0,0,532,188,,,
2002,Fevereiro,Praia Grande,9,12,0.0,0.0,0,2,16,0.0,167,89,7,0,0,4,186,37,0,0,401,96,,,
2002,Marco,Praia Grande,24,29,0.0,0.0,6,1,15,0.0,157,95,7,0,0,4,222,33,0,2,393,76,,,
2002,Abril,Praia Grande,17,15,0.0,0.0,7,0,10,0.0,154,108,6,0,0,1,217,14,0,0,358,35,,,
2002,Maio,Praia Grande,11,12,0.0,0.0,3,0,6,0.0,135,71,0,0,0,1,152,9,0,0,305,31,,,
2002,Junho,Praia Grande,7,7,0.0,0.0,4,0,11,0.0,82,80,19,1,1,3,157,19,0,0,288,29,,,
2002,Julho,Praia Grande,11,12,0.0,0.0,3,0,5,0.0,124,80,5,0,0,8,140,11,0,0,288,35,,,
2002,Agosto,Praia Grande,6,6,0.0,0.0,3,0,5,0.0,149,88,5,0,0,0,107,18,0,0,319,20,,,
2002,Setembro,Praia Grande,11,11,0.0,0.0,1,0,9,0.0,135,85,0,0,0,1,132,20,0,0,281,36,,,
2002,Outubro,Praia Grande,8,8,0.0,0.0,4,3,12,0.0,123,88,13,0,0,5,128,12,0,0,329,85,,,
2002,Novembro,Praia Grande,12,12,0.0,0.0,6,0,7,0.0,154,83,1,0,0,4,190,24,0,0,354,43,,,
2002,Dezembro,Praia Grande,12,12,0.0,0.0,4,3,9,0.0,206,118,2,1,1,1,230,25,0,0,394,162,,,
2002,Janeiro,Santos,12,12,0.0,0.0,3,0,10,0.0,264,101,1,0,0,5,283,12,0,1,486,113,,,
2002,Fevereiro,Santos,13,14,0.0,0.0,2,0,6,0.0,212,81,1,0,0,4,318,14,0,0,503,118,,,
2002,Marco,Santos,11,11,0.0,0.0,3,0,11,0.0,194,109,37,0,0,5,611,17,1,0,569,143,,,
2002,Abril,Santos,8,8,0.0,0.0,6,0,9,0.0,256,108,6,0,0,7,656,21,0,2,622,137,,,
2002,Maio,Santos,7,7,0.0,0.0,1,0,7,0.0,242,120,8,0,0,0,371,21,1,1,563,175,,,
2002,Junho,Santos,7,7,0.0,0.0,3,0,7,0.0,198,83,5,1,1,6,289,12,0,1,559,178,,,
2002,Julho,Santos,7,7,0.0,0.0,4,0,7,0.0,222,105,8,0,0,0,264,16,0,1,661,136,,,
2002,Agosto,Santos,7,7,0.0,0.0,4,0,6,0.0,196,97,22,0,0,5,239,12,1,2,630,148,,,
2002,Setembro,Santos,8,8,0.0,0.0,7,0,11,0.0,243,116,5,1,1,3,223,12,0,1,598,146,,,
2002,Outubro,Santos,7,7,0.0,0.0,2,0,6,0.0,227,106,4,0,0,5,301,25,1,4,682,181,,,
2002,Novembro,Santos,7,6,0.0,0.0,1,0,7,0.0,226,103,28,0,0,5,272,19,0,1,683,171,,,
2002,Dezembro,Santos,5,5,0.0,0.0,4,0,2,0.0,263,110,4,0,0,5,395,21,0,2,676,161,,,
2002,Janeiro,São Vicente,14,14,0.0,0.0,3,0,9,0.0,169,50,2,0,0,6,239,10,0,0,317,48,,,
2002,Fevereiro,São Vicente,17,17,0.0,0.0,0,0,12,0.0,127,49,1,1,1,1,214,14,0,0,251,43,,,
2002,Marco,São Vicente,15,16,0.0,0.0,4,0,11,0.0,121,63,0,0,0,1,199,13,0,0,300,52,,,
2002,Abril,São Vicente,13,14,0.0,0.0,5,1,7,0.0,119,47,2,0,0,3,263,13,0,0,287,44,,,
2002,Maio,São Vicente,14,18,0.0,0.0,0,0,4,0.0,125,37,0,1,1,4,185,25,0,0,258,31,,,
2002,Junho,São Vicente,10,10,0.0,0.0,2,0,9,0.0,125,36,2,1,1,3,120,2,0,0,262,53,,,
2002,Julho,São Vicente,12,14,0.0,0.0,3,0,11,0.0,112,42,0,0,0,1,150,12,0,0,271,70,,,
2002,Agosto,São Vicente,8,9,0.0,0.0,3,0,9,0.0,127,35,1,0,0,4,173,9,0,0,289,59,,,
2002,Setembro,São Vicente,15,15,0.0,0.0,6,3,6,0.0,117,42,0,1,1,3,168,9,0,1,257,48,,,
